fecha,precipitacion_mm,QC_Fisico,QC_IQR,QC_Ceros,QC_Temporal,QC_ENSO,Decision,UH,Estacion
2012-04-20,,False,False,True,False,True,Completar,ANA,ANA 1
2012-04-21,,False,False,True,False,True,Completar,ANA,ANA 1
2012-04-22,,False,False,True,False,True,Completar,ANA,ANA 1
2012-04-23,,False,False,True,False,True,Completar,ANA,ANA 1
2012-04-24,,False,False,True,False,True,Completar,ANA,ANA 1
2012-04-25,,False,False,True,False,True,Completar,ANA,ANA 1
2012-04-26,,False,False,True,False,True,Completar,ANA,ANA 1
2012-04-27,,False,False,True,False,True,Completar,ANA,ANA 1
2012-04-28,,False,False,True,False,True,Completar,ANA,ANA 1
2012-04-29,,False,False,True,False,True,Completar,ANA,ANA 1
2012-04-30,,False,False,True,False,True,Completar,ANA,ANA 1
2012-05-01,,False,False,True,False,True,Completar,ANA,ANA 1
2012-05-02,,False,False,True,False,True,Completar,ANA,ANA 1
2012-05-03,,False,False,True,False,True,Completar,ANA,ANA 1
2012-05-04,,False,False,True,False,True,Completar,ANA,ANA 1
2012-05-05,,False,False,True,False,True,Completar,ANA,ANA 1
2012-05-06,,False,False,True,False,True,Completar,ANA,ANA 1
2012-05-07,,False,False,True,False,True,Completar,ANA,ANA 1
2012-05-08,,False,False,True,False,True,Completar,ANA,ANA 1
2012-05-09,,False,False,True,False,True,Completar,ANA,ANA 1
2012-05-10,,False,False,True,False,True,Completar,ANA,ANA 1
2012-05-11,,False,False,True,False,True,Completar,ANA,ANA 1
2012-05-12,,False,False,True,False,True,Completar,ANA,ANA 1
2012-05-13,,False,False,True,False,True,Completar,ANA,ANA 1
2012-05-14,,False,False,True,False,True,Completar,ANA,ANA 1
2012-05-15,,False,False,True,False,True,Completar,ANA,ANA 1
2012-05-16,,False,False,True,False,True,Completar,ANA,ANA 1
2012-05-17,,False,False,True,False,True,Completar,ANA,ANA 1
2012-05-18,,False,False,True,False,True,Completar,ANA,ANA 1
2012-05-19,,False,False,True,False,True,Completar,ANA,ANA 1
2012-05-20,,False,False,True,False,True,Completar,ANA,ANA 1
2012-05-21,,False,False,True,False,True,Completar,ANA,ANA 1
2012-05-22,,False,False,True,False,True,Completar,ANA,ANA 1
2012-05-23,,False,False,True,False,True,Completar,ANA,ANA 1
2012-05-24,,False,False,True,False,True,Completar,ANA,ANA 1
2012-05-25,,False,False,True,False,True,Completar,ANA,ANA 1
2012-05-26,,False,False,True,False,True,Completar,ANA,ANA 1
2012-05-27,,False,False,True,False,True,Completar,ANA,ANA 1
2012-05-28,,False,False,True,False,True,Completar,ANA,ANA 1
2012-05-29,,False,False,True,False,True,Completar,ANA,ANA 1
2012-05-30,,False,False,True,False,True,Completar,ANA,ANA 1
2012-05-31,,False,False,True,False,True,Completar,ANA,ANA 1
2012-06-01,,False,False,True,False,True,Completar,ANA,ANA 1
2012-06-02,,False,False,True,False,True,Completar,ANA,ANA 1
2012-06-03,,False,False,True,False,True,Completar,ANA,ANA 1
2012-06-04,,False,False,True,False,True,Completar,ANA,ANA 1
2012-06-05,,False,False,True,False,True,Completar,ANA,ANA 1
2012-06-06,,False,False,True,False,True,Completar,ANA,ANA 1
2012-06-07,,False,False,True,False,True,Completar,ANA,ANA 1
2012-06-08,,False,False,True,False,True,Completar,ANA,ANA 1
2012-06-09,,False,False,True,False,True,Completar,ANA,ANA 1
2012-06-10,,False,False,True,False,True,Completar,ANA,ANA 1
2012-06-11,,False,False,True,False,True,Completar,ANA,ANA 1
2012-06-12,,False,False,True,False,True,Completar,ANA,ANA 1
2012-06-13,,False,False,True,False,True,Completar,ANA,ANA 1
2012-06-14,,False,False,True,False,True,Completar,ANA,ANA 1
2012-06-15,,False,False,True,False,True,Completar,ANA,ANA 1
2012-06-16,,False,False,True,False,True,Completar,ANA,ANA 1
2012-06-17,,False,False,True,False,True,Completar,ANA,ANA 1
2012-06-18,,False,False,True,False,True,Completar,ANA,ANA 1
2012-06-19,,False,False,True,False,True,Completar,ANA,ANA 1
2012-06-20,,False,False,True,False,True,Completar,ANA,ANA 1
2012-06-21,,False,False,True,False,True,Completar,ANA,ANA 1
2012-06-22,,False,False,True,False,True,Completar,ANA,ANA 1
2012-06-23,,False,False,True,False,True,Completar,ANA,ANA 1
2012-06-24,,False,False,True,False,True,Completar,ANA,ANA 1
2012-06-25,,False,False,True,False,True,Completar,ANA,ANA 1
2012-06-26,,False,False,True,False,True,Completar,ANA,ANA 1
2012-06-27,,False,False,True,False,True,Completar,ANA,ANA 1
2012-06-28,,False,False,True,False,True,Completar,ANA,ANA 1
2012-06-29,,False,False,True,False,True,Completar,ANA,ANA 1
2012-06-30,,False,False,True,False,True,Completar,ANA,ANA 1
2012-07-01,,False,False,True,False,True,Completar,ANA,ANA 1
2012-07-02,,False,False,True,False,True,Completar,ANA,ANA 1
2012-07-03,,False,False,True,False,True,Completar,ANA,ANA 1
2012-07-04,,False,False,True,False,True,Completar,ANA,ANA 1
2012-07-05,,False,False,True,False,True,Completar,ANA,ANA 1
2012-07-06,,False,False,True,False,True,Completar,ANA,ANA 1
2012-07-07,,False,False,True,False,True,Completar,ANA,ANA 1
2012-07-08,,False,False,True,False,True,Completar,ANA,ANA 1
2012-07-09,,False,False,True,False,True,Completar,ANA,ANA 1
2012-07-10,,False,False,True,False,True,Completar,ANA,ANA 1
2012-07-11,,False,False,True,False,True,Completar,ANA,ANA 1
2012-07-12,,False,False,True,False,True,Completar,ANA,ANA 1
2012-07-13,,False,False,True,False,True,Completar,ANA,ANA 1
2012-07-14,,False,False,True,False,True,Completar,ANA,ANA 1
2012-07-15,,False,False,True,False,True,Completar,ANA,ANA 1
2012-07-16,,False,False,True,False,True,Completar,ANA,ANA 1
2012-07-17,,False,False,True,False,True,Completar,ANA,ANA 1
2012-07-18,,False,False,True,False,True,Completar,ANA,ANA 1
2012-07-19,,False,False,True,False,True,Completar,ANA,ANA 1
2012-07-20,,False,False,True,False,True,Completar,ANA,ANA 1
2012-07-21,,False,False,True,False,True,Completar,ANA,ANA 1
2012-07-22,,False,False,True,False,True,Completar,ANA,ANA 1
2012-07-23,,False,False,True,False,True,Completar,ANA,ANA 1
2012-07-24,,False,False,True,False,True,Completar,ANA,ANA 1
2012-07-25,,False,False,True,False,True,Completar,ANA,ANA 1
2012-07-26,,False,False,True,False,True,Completar,ANA,ANA 1
2012-07-27,,False,False,True,False,True,Completar,ANA,ANA 1
2012-07-28,,False,False,True,False,True,Completar,ANA,ANA 1
2012-07-29,,False,False,True,False,True,Completar,ANA,ANA 1
2012-07-30,,False,False,True,False,True,Completar,ANA,ANA 1
2012-07-31,,False,False,True,False,True,Completar,ANA,ANA 1
2012-08-01,,False,False,True,False,True,Completar,ANA,ANA 1
2012-08-02,,False,False,True,False,True,Completar,ANA,ANA 1
2012-08-03,,False,False,True,False,True,Completar,ANA,ANA 1
2012-08-04,,False,False,True,False,True,Completar,ANA,ANA 1
2012-08-05,,False,False,True,False,True,Completar,ANA,ANA 1
2012-08-06,,False,False,True,False,True,Completar,ANA,ANA 1
2012-08-07,,False,False,True,False,True,Completar,ANA,ANA 1
2012-08-08,,False,False,True,False,True,Completar,ANA,ANA 1
2012-08-09,,False,False,True,False,True,Completar,ANA,ANA 1
2012-08-10,,False,False,True,False,True,Completar,ANA,ANA 1
2012-08-11,,False,False,True,False,True,Completar,ANA,ANA 1
2012-08-12,,False,False,True,False,True,Completar,ANA,ANA 1
2012-08-13,,False,False,True,False,True,Completar,ANA,ANA 1
2012-08-14,,False,False,True,False,True,Completar,ANA,ANA 1
2012-08-15,,False,False,True,False,True,Completar,ANA,ANA 1
2012-08-16,,False,False,True,False,True,Completar,ANA,ANA 1
2012-08-17,,False,False,True,False,True,Completar,ANA,ANA 1
2012-08-18,,False,False,True,False,True,Completar,ANA,ANA 1
2012-08-19,,False,False,True,False,True,Completar,ANA,ANA 1
2012-08-20,,False,False,True,False,True,Completar,ANA,ANA 1
2012-08-21,,False,False,True,False,True,Completar,ANA,ANA 1
2012-08-22,,False,False,True,False,True,Completar,ANA,ANA 1
2012-08-23,,False,False,True,False,True,Completar,ANA,ANA 1
2012-08-24,,False,False,True,False,True,Completar,ANA,ANA 1
2012-08-25,,False,False,True,False,True,Completar,ANA,ANA 1
2012-08-26,,False,False,True,False,True,Completar,ANA,ANA 1
2012-08-27,,False,False,True,False,True,Completar,ANA,ANA 1
2012-08-28,,False,False,True,False,True,Completar,ANA,ANA 1
2012-08-29,,False,False,True,False,True,Completar,ANA,ANA 1
2012-08-30,,False,False,True,False,True,Completar,ANA,ANA 1
2012-08-31,,False,False,True,False,True,Completar,ANA,ANA 1
2012-09-01,,False,False,True,False,True,Completar,ANA,ANA 1
2012-09-02,,False,False,True,False,True,Completar,ANA,ANA 1
2012-09-03,,False,False,True,False,True,Completar,ANA,ANA 1
2012-09-04,,False,False,True,False,True,Completar,ANA,ANA 1
2012-09-05,,False,False,True,False,True,Completar,ANA,ANA 1
2012-09-06,,False,False,True,False,True,Completar,ANA,ANA 1
2012-09-07,,False,False,True,False,True,Completar,ANA,ANA 1
2012-09-08,,False,False,True,False,True,Completar,ANA,ANA 1
2012-09-09,,False,False,True,False,True,Completar,ANA,ANA 1
2012-09-10,,False,False,True,False,True,Completar,ANA,ANA 1
2012-09-11,,False,False,True,False,True,Completar,ANA,ANA 1
2012-09-12,,False,False,True,False,True,Completar,ANA,ANA 1
2012-09-13,,False,False,True,False,True,Completar,ANA,ANA 1
2012-09-14,,False,False,True,False,True,Completar,ANA,ANA 1
2012-09-15,,False,False,True,False,True,Completar,ANA,ANA 1
2012-09-16,,False,False,True,False,True,Completar,ANA,ANA 1
2012-09-17,,False,False,True,False,True,Completar,ANA,ANA 1
2012-09-18,,False,False,True,False,True,Completar,ANA,ANA 1
2012-09-19,,False,False,True,False,True,Completar,ANA,ANA 1
2012-09-20,,False,False,True,False,True,Completar,ANA,ANA 1
2012-09-21,,False,False,True,False,True,Completar,ANA,ANA 1
2012-09-22,,False,False,True,False,True,Completar,ANA,ANA 1
2012-09-23,,False,False,True,False,True,Completar,ANA,ANA 1
2012-09-24,,False,False,True,False,True,Completar,ANA,ANA 1
2012-09-25,,False,False,True,False,True,Completar,ANA,ANA 1
2012-09-26,,False,False,True,False,True,Completar,ANA,ANA 1
2012-09-27,,False,False,True,False,True,Completar,ANA,ANA 1
2012-09-28,,False,False,True,False,True,Completar,ANA,ANA 1
2012-09-29,,False,False,True,False,True,Completar,ANA,ANA 1
2012-09-30,,False,False,True,False,True,Completar,ANA,ANA 1
2012-10-01,,False,False,True,False,True,Completar,ANA,ANA 1
2012-10-02,,False,False,True,False,True,Completar,ANA,ANA 1
2012-10-03,,False,False,True,False,True,Completar,ANA,ANA 1
2012-10-04,,False,False,True,False,True,Completar,ANA,ANA 1
2012-10-05,,False,False,True,False,True,Completar,ANA,ANA 1
2012-10-06,,False,False,True,False,True,Completar,ANA,ANA 1
2012-10-07,,False,False,True,False,True,Completar,ANA,ANA 1
2012-10-08,,False,False,True,False,True,Completar,ANA,ANA 1
2012-10-09,,False,False,True,False,True,Completar,ANA,ANA 1
2012-10-10,,False,False,True,False,True,Completar,ANA,ANA 1
2012-10-11,,False,False,True,False,True,Completar,ANA,ANA 1
2012-10-12,,False,False,True,False,True,Completar,ANA,ANA 1
2012-10-13,,False,False,True,False,True,Completar,ANA,ANA 1
2012-10-14,,False,False,True,False,True,Completar,ANA,ANA 1
2012-10-15,,False,False,True,False,True,Completar,ANA,ANA 1
2012-10-16,,False,False,True,False,True,Completar,ANA,ANA 1
2012-10-17,,False,False,True,False,True,Completar,ANA,ANA 1
2012-10-18,,False,False,True,False,True,Completar,ANA,ANA 1
2012-10-19,,False,False,True,False,True,Completar,ANA,ANA 1
2012-10-20,,False,False,True,False,True,Completar,ANA,ANA 1
2012-10-21,,False,False,True,False,True,Completar,ANA,ANA 1
2012-10-22,,False,False,True,False,True,Completar,ANA,ANA 1
2012-10-23,,False,False,True,False,True,Completar,ANA,ANA 1
2012-10-24,,False,False,True,False,True,Completar,ANA,ANA 1
2012-10-25,,False,False,True,False,True,Completar,ANA,ANA 1
2012-10-26,,False,False,True,False,True,Completar,ANA,ANA 1
2012-10-27,,False,False,True,False,True,Completar,ANA,ANA 1
2012-10-28,,False,False,True,False,True,Completar,ANA,ANA 1
2012-10-29,,False,False,True,False,True,Completar,ANA,ANA 1
2012-10-30,,False,False,True,False,True,Completar,ANA,ANA 1
2012-10-31,,False,False,True,False,True,Completar,ANA,ANA 1
2012-11-01,,False,False,True,False,True,Completar,ANA,ANA 1
2012-11-02,,False,False,True,False,True,Completar,ANA,ANA 1
2012-11-03,,False,False,True,False,True,Completar,ANA,ANA 1
2012-11-04,,False,False,True,False,True,Completar,ANA,ANA 1
2012-11-05,,False,False,True,False,True,Completar,ANA,ANA 1
2012-11-06,,False,False,True,False,True,Completar,ANA,ANA 1
2012-11-07,,False,False,True,False,True,Completar,ANA,ANA 1
2012-11-08,,False,False,True,False,True,Completar,ANA,ANA 1
2012-11-09,,False,False,True,False,True,Completar,ANA,ANA 1
2012-11-10,,False,False,True,False,True,Completar,ANA,ANA 1
2012-11-11,,False,False,True,False,True,Completar,ANA,ANA 1
2012-11-12,,False,False,True,False,True,Completar,ANA,ANA 1
2012-11-13,,False,False,True,False,True,Completar,ANA,ANA 1
2012-11-14,,False,False,True,False,True,Completar,ANA,ANA 1
2012-11-15,,False,False,True,False,True,Completar,ANA,ANA 1
2012-11-16,,False,False,True,False,True,Completar,ANA,ANA 1
2012-11-17,,False,False,True,False,True,Completar,ANA,ANA 1
2012-11-18,,False,False,True,False,True,Completar,ANA,ANA 1
2012-11-19,,False,False,True,False,True,Completar,ANA,ANA 1
2012-11-20,,False,False,True,False,True,Completar,ANA,ANA 1
2012-11-21,,False,False,True,False,True,Completar,ANA,ANA 1
2012-11-22,,False,False,True,False,True,Completar,ANA,ANA 1
2012-11-23,,False,False,True,False,True,Completar,ANA,ANA 1
2012-11-24,,False,False,True,False,True,Completar,ANA,ANA 1
2012-11-25,,False,False,True,False,True,Completar,ANA,ANA 1
2012-11-26,,False,False,True,False,True,Completar,ANA,ANA 1
2012-11-27,,False,False,True,False,True,Completar,ANA,ANA 1
2012-11-28,,False,False,True,False,True,Completar,ANA,ANA 1
2012-11-29,,False,False,True,False,True,Completar,ANA,ANA 1
2012-11-30,,False,False,True,False,True,Completar,ANA,ANA 1
2012-12-01,,False,False,True,False,True,Completar,ANA,ANA 1
2012-12-02,,False,False,True,False,True,Completar,ANA,ANA 1
2012-12-03,,False,False,True,False,True,Completar,ANA,ANA 1
2012-12-04,,False,False,True,False,True,Completar,ANA,ANA 1
2012-12-05,,False,False,True,False,True,Completar,ANA,ANA 1
2012-12-06,,False,False,True,False,True,Completar,ANA,ANA 1
2012-12-07,,False,False,True,False,True,Completar,ANA,ANA 1
2012-12-08,,False,False,True,False,True,Completar,ANA,ANA 1
2012-12-09,,False,False,True,False,True,Completar,ANA,ANA 1
2012-12-10,,False,False,True,False,True,Completar,ANA,ANA 1
2012-12-11,,False,False,True,False,True,Completar,ANA,ANA 1
2012-12-12,,False,False,True,False,True,Completar,ANA,ANA 1
2012-12-13,,False,False,True,False,True,Completar,ANA,ANA 1
2012-12-14,,False,False,True,False,True,Completar,ANA,ANA 1
2012-12-15,,False,False,True,False,True,Completar,ANA,ANA 1
2012-12-16,,False,False,True,False,True,Completar,ANA,ANA 1
2012-12-17,,False,False,True,False,True,Completar,ANA,ANA 1
2012-12-18,,False,False,True,False,True,Completar,ANA,ANA 1
2012-12-19,,False,False,True,False,True,Completar,ANA,ANA 1
2012-12-20,,False,False,True,False,True,Completar,ANA,ANA 1
2012-12-21,,False,False,True,False,True,Completar,ANA,ANA 1
2012-12-22,,False,False,True,False,True,Completar,ANA,ANA 1
2012-12-23,,False,False,True,False,True,Completar,ANA,ANA 1
2012-12-24,,False,False,True,False,True,Completar,ANA,ANA 1
2012-12-25,,False,False,True,False,True,Completar,ANA,ANA 1
2012-12-26,,False,False,True,False,True,Completar,ANA,ANA 1
2012-12-27,,False,False,True,False,True,Completar,ANA,ANA 1
2012-12-28,,False,False,True,False,True,Completar,ANA,ANA 1
2012-12-29,,False,False,True,False,True,Completar,ANA,ANA 1
2012-12-30,,False,False,True,False,True,Completar,ANA,ANA 1
2012-12-31,,False,False,True,False,True,Completar,ANA,ANA 1
2013-01-01,,False,False,True,False,True,Completar,ANA,ANA 1
2013-01-02,,False,False,True,False,True,Completar,ANA,ANA 1
2013-01-03,,False,False,True,False,True,Completar,ANA,ANA 1
2013-01-04,,False,False,True,False,True,Completar,ANA,ANA 1
2013-01-05,,False,False,True,False,True,Completar,ANA,ANA 1
2013-01-06,,False,False,True,False,True,Completar,ANA,ANA 1
2013-01-07,,False,False,True,False,True,Completar,ANA,ANA 1
2013-01-08,,False,False,True,False,True,Completar,ANA,ANA 1
2013-01-09,,False,False,True,False,True,Completar,ANA,ANA 1
2013-01-10,,False,False,True,False,True,Completar,ANA,ANA 1
2013-01-11,,False,False,True,False,True,Completar,ANA,ANA 1
2013-01-12,,False,False,True,False,True,Completar,ANA,ANA 1
2013-01-13,,False,False,True,False,True,Completar,ANA,ANA 1
2013-01-14,,False,False,True,False,True,Completar,ANA,ANA 1
2013-01-15,,False,False,True,False,True,Completar,ANA,ANA 1
2013-01-16,,False,False,True,False,True,Completar,ANA,ANA 1
2013-01-17,,False,False,True,False,True,Completar,ANA,ANA 1
2013-01-18,,False,False,True,False,True,Completar,ANA,ANA 1
2013-01-19,,False,False,True,False,True,Completar,ANA,ANA 1
2013-01-20,,False,False,True,False,True,Completar,ANA,ANA 1
2013-01-21,,False,False,True,False,True,Completar,ANA,ANA 1
2013-01-22,,False,False,True,False,True,Completar,ANA,ANA 1
2013-01-23,,False,False,True,False,True,Completar,ANA,ANA 1
2013-01-24,,False,False,True,False,True,Completar,ANA,ANA 1
2013-01-25,,False,False,True,False,True,Completar,ANA,ANA 1
2013-01-26,,False,False,True,False,True,Completar,ANA,ANA 1
2013-01-27,,False,False,True,False,True,Completar,ANA,ANA 1
2013-01-28,,False,False,True,False,True,Completar,ANA,ANA 1
2013-01-29,,False,False,True,False,True,Completar,ANA,ANA 1
2013-01-30,,False,False,True,False,True,Completar,ANA,ANA 1
2013-01-31,,False,False,True,False,True,Completar,ANA,ANA 1
2013-02-01,,False,False,True,False,True,Completar,ANA,ANA 1
2013-02-02,,False,False,True,False,True,Completar,ANA,ANA 1
2013-02-03,,False,False,True,False,True,Completar,ANA,ANA 1
2013-02-04,,False,False,True,False,True,Completar,ANA,ANA 1
2013-02-05,,False,False,True,False,True,Completar,ANA,ANA 1
2013-02-06,,False,False,True,False,True,Completar,ANA,ANA 1
2013-02-07,,False,False,True,False,True,Completar,ANA,ANA 1
2013-02-08,,False,False,True,False,True,Completar,ANA,ANA 1
2013-02-09,,False,False,True,False,True,Completar,ANA,ANA 1
2013-02-10,,False,False,True,False,True,Completar,ANA,ANA 1
2013-02-11,,False,False,True,False,True,Completar,ANA,ANA 1
2013-02-12,,False,False,True,False,True,Completar,ANA,ANA 1
2013-02-13,,False,False,True,False,True,Completar,ANA,ANA 1
